55.34171545742412,88.4,92.4,2.5,1
60.73300716374901,39.900000000000006,94.40000000000003,2.5,1
105.99253869882136,39.900000000000006,94.40000000000003,2.5,0
218.55946883064644,44.900000000000006,81.40000000000003,1.0,1
210.3995690353954,46.900000000000006,77.40000000000003,1.0,1
131.99287068420136,51.900000000000006,64.40000000000003,2.5,1
92.63719492380186,54.400000000000006,51.400000000000034,2.5,1
64.05965188151526,59.400000000000006,51.400000000000034,2.5,0
64.05965188151526,59.400000000000006,38.400000000000034,2.5,1
64.48925974608352,57.900000000000006,27.400000000000034,2.5,1
70.57422387834677,55.400000000000006,27.400000000000034,2.5,0
80.02670181145234,62.900000000000006,14.400000000000034,2.5,1
151.61895467564545,57.400000000000006,5.400000000000034,2.5,1
121.51168435933081,54.900000000000006,5.400000000000034,2.5,0
106.37057650475417,62.400000000000006,0.0,2.5,1
114.63851253211212,105.0,87.0,2.5,1
224.25541550306207,101.5,87.0,1.0,0
219.90023097255926,104.5,82.0,1.0,1
291.9142757252379,102.5,81.0,1.0,1
309.5556959206502,96.5,81.0,1.0,0
309.5556959206502,99.5,77.0,1.0,1
288.2295487059094,98.5,77.0,1.0,0
229.63693058232252,97.5,77.0,1.0,0
217.96161691956902,99.5,73.0,1.0,1
188.59695353860954,99.5,69.0,2.5,1
172.31485026741316,98.0,58.0,2.5,1
179.42242786976496,89.0,60.0,2.5,0
179.42242786976496,96.5,47.0,2.5,1
186.258979978634,91.5,47.0,2.5,0
186.25897997863416,99.0,34.0,2.5,1
192.8533318941661,101.5,21.0,2.5,1
192.85333189416613,101.5,21.0,2.5,0
199.22953501597416,96.5,21.0,2.5,0
199.22953501597397,104.0,8.0,2.5,1
205.4079054532256,103.5,4.0,1.0,1
205.410339619702,102.5,4.0,1.0,0
211.40578899992622,104.5,0.0,1.0,1
211.40578899992622,104.5,3.0,1.0,0
211.40578899992622,100.5,3.0,1.0,0
60.79865074213275,105.0,87.0,2.5,1
59.725781926443084,110.0,74.0,2.5,1
246.85013804678084,106.5,74.0,1.0,0
242.28302506887258,108.5,70.0,1.0,1
195.94743868047522,109.0,66.0,2.5,1
77.85085218201698,114.0,53.0,2.5,1
65.21365962146372,119.0,40.0,2.5,1
83.01570749769253,119.0,40.0,2.5,0
192.38144998443192,124.0,27.0,2.5,1
219.80738198722207,125.0,23.0,1.0,1
224.15941583644508,123.0,23.0,1.0,0
224.165714654947,126.0,19.0,1.0,1
228.46452311036902,124.0,19.0,1.0,0
232.1111864724207,127.0,14.0,1.0,1
160.43180632299513,123.5,13.0,2.5,0
153.91309177168918,127.0,3.0,2.5,1
109.9097587759996,124.5,3.0,2.5,0
73.94794517690708,129.5,0.0,2.5,1
